,text,prediction
5076,Ability to deliver great customer experiences in a very active environment and to be invigorated by constant personal interaction,Ability | knowledge_skills | deliver great customer experiences in a very active environment
5077, Entry level experience in using Salesforce Marketing Cloud (or similar ESP) with understanding of functionality and configuration,Entry level experience | Experience_skills | using Salesforce Marketing Cloud ( or similar ESP )
5078," Practical experience in Email Studio, Automation Studio, Content Builder, Journey Builder, Mobile Connect, Automation Studio & Audience Builder",Practical experience | Experience_skills | Email Studio && Practical experience | Experience_skills | Audience Builder && Practical experience | Experience_skills | Journey Builder && Practical experience | Experience_skills | Mobile Connect && Practical experience | Experience_skills | Automation Studio && Practical experience | Experience_skills | Content Builder
5079,"Experience in a commercial marketing, analytics, CRM, or digital function with an understanding of Commercial drivers and KPIs",Experience | Experience_skills | a
5080,Experience with Datorama,Experience | Experience_skills | Datorama
5081,Experience in Financial Services or highly data-driven B2C environment,Experience | Experience_skills | highly data - driven B2C environment && Experience | Experience_skills | Financial Services
5082,Experience with using work management software such as JIRA and Confluence,Experience | Experience_skills | using work management software such as JIRA and Confluence
5083,Experience across the full software development lifecycle,
5084,Knowledge of GCP is advantageous but not essential,Knowledge | knowledge_skills | advantageous && Knowledge | knowledge_skills | GCP
5085," Understanding the importance of a place for everything, and everything in its place can never be more prudent, especially when digital assets and software licensing is concerned",Understanding | knowledge_skills | a place for everything
5086,Understanding of how to add value within Asset Management,Understanding | knowledge_areas | how to add value within Asset Management
5087, Experience particularly in Agile environments,Experience | Experience_skills | Agile environments
5088," Familiar with hardware testing, as well as software solutions",Familiar | knowledge_skills | hardware testing && Familiar | knowledge_skills | software solutions
5089, Experience is not essential,
5090,Educated to degree level or equivalent,
5091, Ability to work to deadlines,Ability | knowledge_skills | work to deadlines
5092,Experience in an Administrative Environment,Experience | Experience_skills | an Administrative Environment
