,Unnamed: 0,prefix,input_text,target_text
1396,1396,webNLG,Methodical | knowledge_skills | managing work output && Methodical | knowledge_skills | ensuring deliverables are met, Methodical in approach to managing work output and ensuring deliverables are met
1397,1397,webNLG,Preferable experience | Experience_areas | how data can be used, Preferable experience of the Real Estate sector and how data can be used to influence the built environment
1398,1398,webNLG,Familiarity | knowledge_skills | ETL processes && Familiarity | knowledge_skills | SQL,Familiarity with SQL and ETL processes
1399,1399,webNLG,Ability | knowledge_skills | work autonomously and self - motivate,Ability to work autonomously and self-motivate
1400,1400,webNLG,"Experience | Experience_skills | using statistical programming and data manipulation tools such as R , Python , SQL and EViews"," Experience of using statistical programming and data manipulation tools such as R, Python, SQL and EViews"
1401,1401,webNLG,Experience | Experience_skills | using statistical techniques to arrive at an answer using available data && Experience | Experience_skills | translating business questions into analytical projects, Experience of translating business questions into analytical projects and using statistical techniques to arrive at an answer using available data
1402,1402,webNLG,Our approach | knowledge_skills | inclusion," Our approach to inclusion and diversity means that we all have the opportunity to make a real difference, together"
1403,1403,webNLG,Ability | knowledge_skills | communicate in a variety of situations, Ability to communicate in a variety of situations
1404,1404,webNLG,Proficient | knowledge_skills | analytical coding languages && Proficient | knowledge_skills | Python && Proficient | knowledge_skills | R,"Proficient in analytical coding languages, such as Python, R"
1405,1405,webNLG,Ability | knowledge_skills | challenge colleagues in an objective but constructive and collegiate manner,Ability to challenge colleagues in an objective but constructive and collegiate manner
1406,1406,webNLG,Experience | Experience_skills | visualization dashboards,Experience in visualization dashboards
1407,1407,webNLG,Basic understanding | knowledge_skills | Financial Market data,Basic understanding of Financial Market data
1408,1408,webNLG,"The ability | knowledge_skills | share ideas and learn from others && The ability | knowledge_skills | work as part of a team ,"," The ability to work as part of a team, share ideas and learn from others"
1409,1409,webNLG,Experience | Experience_skills | working in a modelling function or some related quantitative function, Experience of working in a modelling function or some related quantitative function
1410,1410,webNLG,Degree level qualification | degree_in | a numerate discipline, Degree level qualification in a numerate discipline
1411,1411,webNLG,ability | knowledge_skills | create analytical solutions && ability | knowledge_skills | how spreadsheets and data packages can be used to analyse numerical data && an | knowledge_skills | create analytical solutions && an | knowledge_skills | identify issues and trends from data && understanding | knowledge_skills | identify issues and trends from data && an | knowledge_skills | how spreadsheets and data packages can be used to analyse numerical data && ability | knowledge_skills | identify issues and trends from data && understanding | knowledge_skills | how spreadsheets and data packages can be used to analyse numerical data," Proficiency in Microsoft Office applications, with an understanding of how spreadsheets and data packages can be used to analyse numerical data, as well as the ability to identify issues and trends from data and create analytical solutions"
1412,1412,webNLG,"Excellent ability | knowledge_skills | translate complex and statistical techniques into simple , easily understood concepts"," Excellent ability to translate complex and statistical techniques into simple, easily understood concepts"
1413,1413,webNLG,Ability | knowledge_skills | communicate with people at all levels in a professional and mature,Ability to communicate with people at all levels in a professional and mature
1414,1414,webNLG,Ability | knowledge_skills | undertake various administrative && Ability | knowledge_skills | meet deadlines && Ability | knowledge_skills | prioritise tasks,"Ability to prioritise tasks, meet deadlines and undertake various administrative"
